centro_nro_registro,centro_tipo,dependecia_funcional,dependecia_patrimonial,oferta_asistecial,municipio_nombre,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_informacon_adicional,direccion_codigo_postal,localizacion_coordenada_x,localizacion_coordenada_y,latitud,longitud
CS2046,Consulta médica,Privado No Benéfico,Privados,Anestesia y Reanimación,Madrid,PASEO,de la Castellana,20,PLANTA BAJA,28046,441565,4475616,40.42912956549201,-3.688902787895201
CS20463,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,de María Callas,6,,28021,441614,4467302,40.35423599968505,-3.6875629762129143
CS20466,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Terapia ocupacional,Madrid,CALLE,de Cipriano Sancho,13,,28017,444470,4475847,40.43140953226523,-3.6546774738304504
CS20467,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de los Embajadores,55,,28012,440437,4472903,40.40460957247969,-3.7019460388240106
CS20469,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Viriato,71,BAJO IZQUIERDA,28010,441016,4476349,40.43569402243246,-3.6954426409639707
CS2047,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Alegría,11,B,28025,437816,4470730,40.384842581811654,-3.732619809154177
CS20470,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de las Canarias,10-12,BAJO A,28045,440850,4472606,40.401963490262396,-3.6970516042058525
CS20471,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Menorca,16,"BAJO, PUERTA 9",28009,442569,4474525,40.41937120230374,-3.676968665120526
CS20473,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,Mayor,82,1şG,28013,439607,4474103,40.415359939664995,-3.7118407180764716
CS20474,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Príncipe de Vergara,256,1ş D,28016,442610,4478585,40.45594849987757,-3.676852101130399
CS20476,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Marcelo Usera,85,1şA,28026,440027,4470804,40.385671299990165,-3.7065798262394343
CS20477,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Cerro de la Plata,1,LOCAL 10,28007,442782,4472442,40.40062109197526,-3.6742707808088517
CS20486,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Ferraz,3,1ş IZQUIERDA,28008,439178,4475248,40.42564336213793,-3.7170063888590494
CS20488,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Alberto Aguilera,1,LOCAL B6,28015,440043,4475665,40.42946267261043,-3.7068493162089715
CS20491,Otros centros especializados,Privado No Benéfico,Privados,Medicina del trabajo,Madrid,CALLE,del Doctor Esquerdo,136,LOCAL,28007,443067,4473028,40.405919639604875,-3.670964905282732
CS20492,Centro de reconocimiento,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,AVDA,de Monforte de Lemos,137,BAJO LOCAL,28029,439617,4480976,40.47727545882233,-3.712376271358516
CS20493,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,de América,35,PISO1ş PUERTA 1,28002,442940,4476750,40.43944065948757,-3.672795504567364
CS20495,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del General Ricardos,127,OF. 1-2 Y 3,28019,438240,4471408,40.39098186187751,-3.7276905773978646
CS20496,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Augusto Figueroa,32-34,"LOCALES 2,3 Y4",28004,440899,4474823,40.42193879748571,-3.6966801449494358
CS20499,Centro Polivalente,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,AVDA,de Menéndez Pelayo,115,LOCAL,28007,442282,4472935,40.405027793824146,-3.6802072132578068
CS20500,Servicio sanitario integrado en una organización no sanitaria,Otros CESS Públicos de dependencia estatal,Otros Administración Central,Depósito de medicamentos,Madrid,AVDA,de los Poblados,51,,28047,435724,4470469,40.38233262008478,-3.757238336541685
CS20501,Centro Polivalente,Privado No Benéfico,Privados,Obtención de muestras,Madrid,CALLE,del Padre Damián,41,,28036,441857,4479202,40.46145436786737,-3.6857888275605144
CS20502,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Templo,6,,28030,446498,4472427,40.40073301516309,-3.630481876707681
CS20503,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Agustín de Foxá,4,6Ş PLANTA,28036,441669,4479840,40.46718856774245,-3.688064756786259
CS20507,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Meléndez Valdés,5,LOCAL B,28015,439815,4476037,40.43279734664144,-3.709572297891005
CS20509,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,de Llanos de Escudero,2,LOCAL,28017,445648,4475215,40.42579392532874,-3.6407361017484763
CS2051,Consulta médica,Privado No Benéfico,Privados,Pediatría,Madrid,CALLE,del Corregidor José de Pasamonte,6,LOCAL,28030,445050,4473484,40.4101608022205,-3.647635736308026
CS20510,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Medicina estética,Madrid,CUSTA,de San Vicente,18,,28008,439336,4474718,40.420880425406736,-3.7150933645935007
CS20512,Otros centros especializados,Privado No Benéfico,Privados,Ginecología,Madrid,CALLE,de Don Ramón de la Cruz,33,,28001,442178,4475611,40.42912735810137,-3.6816760319381396
CS20517,Centro Polivalente,Privado No Benéfico,Privados,Medicina interna,Madrid,CALLE,del Duque de Sevilla,11,LOCAL 4,28002,442314,4477072,40.442298198954184,-3.6802054284264902
CS20518,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Juan Duque,35,LOCAL 2,28005,438957,4473529,40.41014167046545,-3.7194465001410344
CS20519,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Doctor Castelo,20,1ş 4B,28009,442576,4474629,40.420308571186055,-3.6768955482618355
CS2052,Consulta médica,Privado No Benéfico,Privados,Medicina estética,Madrid,PLAZA,de la República Dominicana,1,1şB,28016,442573,4478838,40.458225083980416,-3.677311334140374
CS20520,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Doctor Zofío,6,4ş IZQUIERDA,28019,437360,4471829,40.394708704265966,-3.7380998246456727
CS20521,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Jorge Juan,50,4ş EXTERIOR IZQ,28001,442243,4474989,40.42352858683149,-3.6808532791949236
CS20525,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,del Príncipe de Vergara,76,BAJO,28006,442398,4476269,40.43507021012097,-3.679142209922834
CS20526,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Logopedia,Madrid,AVDA,del Santuario de Valverde,11,,28034,440100,4484138,40.505794834791345,-3.706977311392472
CS20527,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Terapia ocupacional,Madrid,CALLE,de Alonso del Barco,6,PUERTA 1,28012,440487,4472896,40.404550088536595,-3.701356179463871
CS20528,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Logopedia,Madrid,CALLE,de La Adrada,28,,28051,448357,4468910,40.369166812787974,-3.6082910279661777
CS20530,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de María de Maeztu,128,4 C,28049,438833,4482883,40.49439696519168,-3.7218089363313167
CS20531,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Cerro Minguete,16,LOC. 3 PORT. 4 ,28035,438929,4482028,40.48670191881525,-3.7205937683387584
CS20536,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de El Asombro de Damasco,27,BIS LOCAL 4,28041,440377,4467620,40.35701321427936,-3.7021587786038705
CS20537,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Roble,3,PISO 1 C,28020,440859,4479206,40.46141996769747,-3.697559654589366
CS20538,Centro de cirugía mayor ambulatoria,Privado No Benéfico,Privados,Anestesia y Reanimación,Madrid,CALLE,de Carbonero y Sol,44,,28006,441769,4477335,40.44462943496681,-3.6866554780017737
CS20539,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Méndez Álvaro,66,B,28045,442246,4471874,40.39546723526069,-3.6805351904556143
CS20543,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del General Díaz Porlier,14,BAJO,28001,442576,4475307,40.426416342158646,-3.6769567764147237
CS20545,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Miguel Ángel,6,1 6,28010,441387,4476140,40.43383748225242,-3.691049443925817
CS20546,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Méjico,15,LC 10,28028,442832,4476431,40.43655953205689,-3.674040150466799
CS20547,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Ponteáreas,18,4 C,28002,443243,4477214,40.4436413384641,-3.6692645113621167
CS20551,Otros centros especializados,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CMNO,de las Hormigueras,141,BIS,28031,445486,4469585,40.37506485033993,-3.6421636369456056
CS20552,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de Castelló,46,BJ C,28001,442212,4475361,40.42687759662193,-3.6812525003500816
CS20553,Consulta de otros profesionales sanitarios,Servicios o Institutos de Salud de las CC.AA,Privados,Fisioterapia,Madrid,CALLE,de López de Hoyos,378,,28043,444104,4479035,40.46010414595602,-3.6592727570210943
CS20560,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Elfo,106,LOCAL,28027,445254,4476325,40.4357675906285,-3.6454761486980374
CS20561,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Francisco Brizuela,13,3ş 1,28011,437275,4473333,40.40825097789903,-3.7392495144630242
CS20566,Consulta de otros profesionales sanitarios,Servicios o Institutos de Salud de las CC.AA,Privados,Logopedia,Madrid,CALLE,de Valmojado,119,BAJO,28047,435671,4471641,40.392886383914174,-3.757981033675381
CS20567,Centro Polivalente,Privado No Benéfico,Privados,Pediatría,Madrid,CALLE,de Bravo Murillo,159,,28020,440353,4478171,40.452060095339675,-3.7034301789395117
CS20568,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Gaztambide,81,1ş D-E,28003,439334,4476781,40.43946466616474,-3.715313826496465
CS20570,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Dolores Barranco,14,BAJO,28026,440252,4470566,40.3835434382141,-3.7039068295376336
CS20571,Centro Polivalente,Privado No Benéfico,Privados,Cirugía general y digestivo,Madrid,CALLE,de Coslada,16,,28028,442778,4476539,40.437528735696745,-3.674686521927215
CS20574,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,de Asura,111,BAJO 3,28043,444436,4478798,40.45799139894188,-3.655336436321734
CS20576,Otros centros especializados,Privado No Benéfico,Privados,Psiquiatría,Madrid,AVDA,de Manoteras,10,-1 LOC 2,28050,443104,4482209,40.488629074154055,-3.6713513536986446
CS2058,Otros centros especializados,Privado No Benéfico,Privados,Terapia ocupacional,Madrid,CALLE,de Cea Bermúdez,66,LOCAL,28003,439303,4476769,40.439354303050564,-3.715678174604869
CS20581,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Verdaguer y García,11,BAJO A,28027,444381,4476847,40.440412116831396,-3.655814208233018
CS20582,Servicio sanitario integrado en una organización no sanitaria,Privado Benéfico (Iglesia),Privado Benéfico/Iglesia,Fisioterapia,Madrid,CALLE,de Babilonia,19,,28042,450134,4479823,40.46758667092885,-3.588216818337093
CS20583,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Manuel Ferrero,7,ESC. B BAJO IZD,28036,441970,4480002,40.46866901323093,-3.6845292588830785
CS20584,Centro de diagnóstico,Privado No Benéfico,Privados,Radiodiagnóstico,Madrid,CALLE,de Alcalá,414,PUERTA 14,28027,445862,4476516,40.43752802640604,-3.638324294473992
CS20586,Clínica dental,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,de Espalter,8,,28014,441496,4473784,40.412621158720725,-3.689547655063907
CS20587,Centro de diagnóstico,Privado No Benéfico,Privados,Inmunología,Madrid,CALLE,de Faraday,7,2ş L2.07,28049,441642,4488913,40.54891949500211,-3.6892194477102516
CS20588,Servicio sanitario integrado en una organización no sanitaria,Municipio,Municipal,Enfermería,Madrid,CALLE,de Santa Pola,22,,28008,437487,4475986,40.43216621009074,-3.7370119455123585
CS20589,Servicio sanitario integrado en una organización no sanitaria,Municipio,Municipal,Terapia ocupacional,Madrid,CALLE,de Fuentidueńa,16,,28031,447197,4469084,40.37066165526144,-3.6219680570421073
CS2059,Centro de reconocimiento,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,PASEO,de los Castellanos,65,BAJO,28025,436939,4469608,40.37466918199738,-3.74284032563603
CS20590,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Ros de Olano,5,BAJO A1,28002,442999,4477347,40.444822775186076,-3.6721534464461634
CS20592,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Mármol,3,BAJO A,28005,438803,4472994,40.405310841777805,-3.72120994386733
CS20593,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Bahía de Palma,10,LOCAL 1 Y 2,28042,449840,4479283,40.462704329673485,-3.591641965950391
CS20594,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de la Arquitectura,18,ENTREPLANTA A,28005,440402,4472311,40.39927403757434,-3.7023030560361883
CS20596,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Zurbano,76,1ş OFICINA 5,28010,441238,4476486,40.436943896819926,-3.692838031284921
CS20600,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Bravo Murillo,340,1ş B,28020,441107,4479547,40.464509452209555,-3.694666379583279
CS20601,Otros centros especializados,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Esteban Terradas,9,1ş B,28036,441948,4480073,40.469307074327105,-3.6847952528461057
CS20604,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de Carabanchel Alto,56,BAJO LOCAL 40,28044,436063,4469194,40.370872947314616,-3.753116990926805
CS20607,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Blas Cabrera,54,,28044,434430,4469946,40.377520408267195,-3.7724278932216952
CS20608,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Jilguero,1,LOCAL D   PTA 2,28025,438033,4470626,40.38392186880137,-3.7300533090600307
CS20610,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Fuencarral,92,local 2,28004,440488,4475433,40.42740466562955,-3.7015817466105467
CS20612,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Arroyo del Monte,13,LOCAL PTA 3,28049,438004,4482023,40.48658831596755,-3.731506774347306
CS20614,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Santa Rita,7,LOCAL 2,28002,443359,4477432,40.4456131009367,-3.6679161955110153
CS20615,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Hermosilla,38,BAJO,28001,442054,4475287,40.426199977830805,-3.6831082644415334
CS20616,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Alejandro Sánchez,95,BAJO 1,28019,439033,4471241,40.38953586350606,-3.718331727108814
CS20620,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Emilio Muńoz,45,,28037,446976,4476055,40.43344684400406,-3.625151751867031
CS20623,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Soria,2,,28005,440104,4472981,40.4052883448057,-3.705877480685878
CS20624,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Pico Balaitus,44,ESC. 5  PTA. 3,28035,438913,4481855,40.48514230061307,-3.7207658708042395
CS20625,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Logopedia,Madrid,CALLE,de María Barrientos,4,E.3 PL.BJA LC 3,28021,441706,4467373,40.3548820455683,-3.686486129630019
CS20626,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,de la Castellana,259,D PLANTA 20,28029,441803,4481035,40.47796302380795,-3.686593857907396
CS20628,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,del Doctor Federico Rubio y Galí,9,BAJO A,28039,439895,4477787,40.44856787371493,-3.7087947370438488
CS20630,Centro Polivalente,Privado No Benéfico,Privados,Podología,Madrid,CMNO,de la Zarzuela,15,EDIF.A 1ş IZQDA,28023,433377,4479656,40.464907458633114,-3.785848584509966
CS20631,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Santísima Trinidad,33,LOCALES 1 Y 3,28010,440525,4476572,40.437667937816386,-3.7012521701295027
CS20634,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Isidro Fernández,4,LOCAL 1,28034,441852,4481717,40.48411018815866,-3.68607835371906
CS20635,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Armengot,1,LOCAL,28019,439039,4472034,40.39668002698021,-3.718336947592441
CS20638,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Jesús Aprendiz,3,BAJO,28009,443080,4473703,40.412001296750084,-3.670872086737299
CS20641,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Sánchez Balderás,3,,28002,443797,4477463,40.445922089710834,-3.6627543289710336
CS20642,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de El Ferrol,1,,28029,440389,4480647,40.47436747571774,-3.703238232921138
CS20643,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Doctor Gómez Ulla,20,ESC.1 P.BJ PT 3,28028,443398,4475745,40.43041840659357,-3.6673060557604233
CS20645,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,PASEO,de Santa María de la Cabeza,17,1ş IZQUIERDA,28045,441065,4473035,40.40584338597531,-3.694557841572986
CS20647,Consulta médica,Privado No Benéfico,Privados,Endocrinología,Madrid,CALLE,de Edgar Neville,2,1ş IZQUIERDA,28020,440897,4477579,40.44676596284624,-3.696960023141821
CS20648,Centro Polivalente,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de Bahía de Almería,21,,28042,449803,4479193,40.461891321245844,-3.5920712436998006
CS20650,Centro de reconocimiento,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,PASEO,del Marqués de Zafra,15,1ş ESC.IZQ,28028,443454,4475316,40.42655755900668,-3.6666077301710396
CS20651,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Anestesia y Reanimación,Madrid,CALLE,de Núńez de Balboa,107,BJ CONSULTA 002,28006,442154,4476368,40.43594511491131,-3.6820278505337534
CS20653,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Cea Bermúdez,43,LOCAL 4,28003,439514,4476707,40.43881115556788,-3.713184555075201
CS20657,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Pradillo,33,,28002,443037,4477832,40.44919449455699,-3.671748880050245
CS20658,Centro Polivalente,Privado No Benéfico,Privados,Cirugía general y digestivo,Madrid,CALLE,del General Ibáńez de Ibero,5,LOCAL 1 Y 8,28003,439761,4477385,40.44493679293028,-3.7103367038753308
CS20659,Centro Polivalente,Privado No Benéfico,Privados,Cardiología,Madrid,PASEO,del General Martínez Campos,1,LOCAL,28010,440773,4476288,40.435127237184204,-3.698301812083347
CS2066,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Antonio Acuńa,21,1ş,28009,442411,4474725,40.421161985445,-3.6788490788673553
CS20661,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de José Bergamín,12,LC 6 y 5,28030,445849,4473498,40.41033928361388,-3.6382205440605806
CS20666,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,de Ayala,93,BAJO D,28006,442983,4475397,40.42725510187361,-3.6721671437482444
CS20667,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,de Francisco Pi y Margall,79,A BAJO PUERTA 2,28050,443917,4482517,40.49145899661842,-3.6617861279453554
CS20670,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Valdelasierra,1,BAJO LOCAL 2,28005,440039,4472178,40.39804984920836,-3.706567815986193
CS20678,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Alonso Quijano,40,PISO 5 PUERTA 4,28034,441544,4483734,40.50225845913248,-3.689898216506545
CS20687,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Torquemada,12,PLANTA BAJA,28043,445752,4479704,40.466240066058134,-3.6398935590676107
CS20688,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Alto del Esparragal,204,E.A PTAL1 L1A  ,28052,451986,4472663,40.40319361069972,-3.565830779262333
CS20689,Centro móvil de asistencia sanitaria,Privado No Benéfico,Privados,Obtención de muestras,Madrid,CMNO,de las Hormigueras,141,BIS 5273 BTK,28031,445486,4469585,40.37506485033993,-3.6421636369456056
CS2069,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Andrés Mellado,89,BAJO,28003,439427,4476960,40.44108395182478,-3.714234408627992
CS20690,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Divino Vallés,4,LOCAL 1,28045,441026,4471981,40.39634565208097,-3.6949197867335553
CS20694,Servicio sanitario integrado en una organización no sanitaria,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,de Félix Boix,14,BAJO E,28036,441793,4479377,40.463026362796256,-3.6865596979606563
CS20703,Consulta médica,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de Fernando VII,3,BAJO 1,28037,447508,4476172,40.43453459568696,-3.6188894964749894
CS20706,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,PASEO,de la Chopera,49,BAJO B,28045,440808,4471620,40.393078111541136,-3.6974548520367994
CS20707,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Juan Sánchez,22,,28035,439079,4480630,40.4741192772629,-3.7186896882847273
CS20708,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,AVDA,de Monasterio de Silos,24,2ş C,28049,440317,4483860,40.5033061576282,-3.7043901262921453
CS20714,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Cirauqui,7,"BAJO, ESC F, 2",28050,442978,4483361,40.498998115953576,-3.6729416798108105
CS20715,Centro Polivalente,Privado No Benéfico,Privados,Medicina interna,Madrid,CALLE,de San Epifanio,6,,28005,438957,4472571,40.40151156808164,-3.7193546147844017
CS20717,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Abtao,5,BAJO 1,28007,442559,4472765,40.403515498868366,-3.6769276399768156
CS20722,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otorrinolaringología,Madrid,CALLE,de Velázquez,46,BAJO 3,28001,441998,4475340,40.42667352567006,-3.6837732225077526
CS20741,Otros centros especializados,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de Alcalá,269,LOCAL 2,28027,444311,4475928,40.432128593723704,-3.6565590033327027
CS2079,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Juan Duque,42,LOCAL,28005,438935,4473434,40.40928425402784,-3.719696653612795
CS2081,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Goya,97,1şDCHA.,28009,442797,4475136,40.42489111146326,-3.6743362508660655
CS2082,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,de la Castellana,102,LOCAL,28046,441424,4477349,40.44473131826131,-3.6907247028947854
CS2083,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Galileo,55,1ş A,28015,439754,4476343,40.43554951044354,-3.7103204341177585
CS2085,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Ferraz,31,BAJO A,28008,438984,4475510,40.42798936421069,-3.7193183518061854
CS2092,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Torquemada,25,LOCAL,28043,,,,
CS2093,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del General Pardińas,108,1şE,28006,442529,4476339,40.43570986719186,-3.6776041197075755
CS2094,Clínica dental,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,AVDA,de la Gran Vía de Hortaleza,94,1ş-1,28043,445485,4480019,40.469060267318675,-3.643069891002778
